,I agree that I have bought a [ticket](https://fixr.co/event/215737120) and agree to the [Terms and Conditions](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,Do you understand you won't get a match unless you've bought a ticket?,What college are you at?,What do you study?,"{{field:5be60ae4-75cb-48af-93d7-fb1955703b91}}, what year are you in?",What years do you want to match with?,I identify as...,I want to match with people looking for...,I want to match with someone who is:,How do you feel about a non-monogamous relationship?,I like Christmas the most for...,My ideal date is...,You are taking them to dinner. Where do you go?,What do you talk about?,How COVID-Secure is your Date?,Who pays?,What’s one thing you definitely want from your partner in the morning?,Fast forward to end of COVID-19. You and your partner are going on a dream romantic getaway. What continent is it on?,How political are you?,I would best describe myself as being...,Are there some political beliefs you don't want to match with?,I do not want to match with someone who is:,I would look after my drunk mate even if I had an essay due at 9am,"I’d always support my country, whether it was right or wrong.",Social activism is important to me,I'm very outgoing and extroverted,Climate change is the most important issue,My intellectual curiosity is the most important thing about me.,Being thought of as well dressed is important to me,"“From each according to his ability, to each according to his need” is a fundamentally good idea.
",I find extreme ambition attractive even when it interferes with family and friends,"Authority should always be questioned.
",No culture is superior to any other,It is important to me to promote access to Oxford,Making peace with the establishment is an important aspect of maturity.,"You cannot be moral without being religious
",I consider myself religious,There are some things that science cannot explain,Traditional gender roles exist for a reason,"Some people are naturally unlucky.
",Is it true that {{field:fead9b5e-ab90-4724-8d76-5bc0ee9a3a3b}} is the best college?,I think I have a healthy work/life balance.,I try to attend all lectures.,*Who has done* _*more*_* for women this term?*,I would never get with a tute partner,Best night out in Oxford?,"How do you describe organisations with hacks, slates, and famous debating societies? ",Are you smarter than most people at Oxford?,"Besides {{field:5be60ae4-75cb-48af-93d7-fb1955703b91}} {{field:7377cb3f-039d-4dc6-a882-0b64fac6f685}}, who is the Biggest Name on Campus?",Crewdates are...,Studying in the library is...,Are you a cat or a dog person?,What would you give your scout?,"Household bop or household baking?
",Emotional vulnerability is an important part of my friendships,Big spoon or little spoon?,How confident are you?,My humour is politically correct,Favourite game to play with friends?,My ideal date ends...,Do you announce to the porters if someone is staying over?,Are you kinky?,"Just so we’re really clear, are you naughty or nice? 😉",Best sconce?,Do you drink alcohol?,How much do you drink?,Do you smoke?,How much do you smoke?,"If you do nothing for an entire day, how do you feel?",Morning or Night person?,The ideal number of nights out is...,How important is music to you?,Favourite musicians? ,I consider myself outdoorsy,Vibe check - how wholesome are you?,I most want to get a...,I will most likely sell my soul to the city,How many children do you want?,I expect my children to attend Oxbridge,I want to be thought of as posh,"Looking back, if 2020 was a movie, what would it be called?",Which of these traits is most important for you in a partner?,Which of these traits is your best trait?,I would be disappointed if I didn't meet my match in person,I am happy to match with someone from my college,I am happy to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to include additional contact information for your match to reach you?,Your email is {{field:3b292fa4-3b1f-47db-8ef6-a631747f0486}} and you want to match with a {{field:cd7d9577-c952-4d05-b8b4-ef159867afa9}}.,Submitted At,Token
636,True,person 1415,1.0,Worcester College,Chemistry,Fourth + / Post Grad,"Third, Fourth + / Post Grad, Second",Male,,Female,Not interested,Quality time with family and friends,Visit the Ashmolean,Homemade meal,Sex,4.0,Pay separately,Sex,Europe,2.0,Slightly left-wing,0.0,,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,It's closer than I'd like it to be,2.0,Fever,3.0,3.0,Ariana Verme,4.0,2.0,4.0,Chocolate,3.0,4.0,3.0,4.0,3.0,Cards against Humanity,5.0,2.0,4.0,4.0,,1.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,,4.0,4.0,💰 Sweet job 💰,4.0,2.0,3.0,3.0,,Confidence,Confidence,4.0,1.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-28 00:57:20,fz77h69ke3m0scy5fz77h3uodjhwueop
637,True,person 1703,1.0,University College,Engineering Science,First,First,Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,5.0,Me,To not wake me up,Asia,1.0,Moderately left-wing,0.0,,5.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,"A certain society related to philosophy, politics and economics",5.0,Plush,3.0,1.0,Alex Chan,3.0,1.0,5.0,Chocolate,1.0,4.0,5.0,3.0,2.0,Cards against Humanity,4.0,1.0,2.0,2.0,,1.0,3.0,0.0,,2.0,5.0,3.0,3.0,"Aitch, Skepta, Dave",4.0,4.0,First,2.0,2.0,1.0,1.0,Pushing the Simulation to the limit,Sense of Humour,Kindness,5.0,0.0,1.0,0.0,,5.0,Nope!,1.0,1.0,2020-11-28 08:27:47,ltgpcukx0mnqit0ltu9fprfp7qpz3ou9
638,True,person 766,1.0,Brasenose College,Biomedical Sciences,Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Happy either way,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",3.0,Split equally,To not wake me up,Asia,3.0,Moderately left-wing,1.0,,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,"A certain society related to philosophy, politics and economics",2.0,A night in..,3.0,3.0,Peter Horby,4.0,1.0,5.0,Nice card for Christmas,5.0,5.0,1.0,4.0,3.0,Monopoly,2.0,3.0,3.0,2.0,🤷🏾‍♀️,1.0,1.0,0.0,,2.0,5.0,3.0,4.0,No favourites,3.0,4.0,💰 Sweet job 💰,2.0,2.0,1.0,1.0,The cleansing,Kindness,Kindness,3.0,1.0,1.0,0.0,,5.0,Not at this time,0.0,1.0,2020-11-28 08:59:29,d56u8qjrz9knjini8d56u8qgats2v9av
639,True,person 1375,1.0,St Peter's College,"Philosophy, Politics and Economics (PPE)",Third,"Third, Fourth + / Post Grad",Female,,"Male, Female, Non-binary",Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",3.0,Split equally,Breakfast,South America,5.0,Very left-wing,1.0,,4.0,1.0,5.0,4.0,4.0,2.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,It's closer than I'd like it to be,2.0,Plush,4.0,3.0,Zehra Munir,2.0,3.0,4.0,Chocolate,4.0,5.0,1.0,3.0,5.0,Pictionary,3.0,1.0,3.0,4.0,,1.0,3.0,0.0,,3.0,2.0,2.0,5.0,"SZA, Frank Ocean, Clairo, Lauryn Hill, Tyler the Creator, Omar Apollo",5.0,5.0,First,1.0,2.0,1.0,1.0,,Kindness,Kindness,4.0,0.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-28 09:16:44,n6d3mdwdj9wfp79yii4fkn6d3mdwvtz1
640,True,person 1320,1.0,Balliol College,History,Fourth + / Post Grad,"First, Second, Third, Fourth + / Post Grad",Male,,Female,Happy either way,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,Sex,5.0,Me,Sex,South America,4.0,Very conservative,0.0,,3.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,Donald Trump,2.0,A night in..,3.0,3.0,Who cares,3.0,3.0,3.0,Nice card for Christmas,3.0,2.0,4.0,4.0,1.0,Monopoly,5.0,1.0,5.0,5.0,XXX,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,The list is too long,2.0,3.0,💰 Sweet job 💰,5.0,5.0,5.0,5.0,Collective paranoia over the flu,Sense of Humour,Sense of Humour,3.0,1.0,1.0,0.0,,3.0,Too many questions,0.0,1.0,2020-11-28 10:33:57,o9rj37470rtvt6ro9rj3zxv1kzuzd51j
641,True,person 196,1.0,St Hilda's College,Modern Languages,Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,The Deep Stuff™,4.0,Split equally,Breakfast,Asia,3.0,Moderately left-wing,0.0,,5.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,It's closer than I'd like it to be,3.0,A night in..,4.0,1.0,...,3.0,3.0,4.0,Chocolate,4.0,5.0,2.0,2.0,4.0,mafia,4.0,1.0,3.0,2.0,...,1.0,2.0,0.0,,2.0,4.0,2.0,3.0,"sza, chloe x halle",4.0,5.0,Spouse,4.0,2.0,1.0,2.0,...,Kindness,Sense of Humour,4.0,0.0,1.0,0.0,,4.0,nope,0.0,1.0,2020-11-28 11:17:41,9htkmaf68pddb23r7lg9htkmajuhr8zz
642,True,person 403,1.0,The Queen's College,Music,First,"First, Second",Male,,Female,Not interested,The time off,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",5.0,Me,To not wake me up,Europe,4.0,Moderate,1.0,,4.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,4.0,1.0,"A certain society related to philosophy, politics and economics",2.0,Plush,3.0,3.0,,3.0,3.0,4.0,Chocolate,2.0,4.0,4.0,4.0,1.0,Cards against Humanity,4.0,1.0,2.0,3.0,,1.0,3.0,0.0,,4.0,3.0,3.0,5.0,"Tim Minchin, Bo Burnham, anything Musical Theatre",4.0,4.0,Spouse,4.0,2.0,5.0,3.0,Lockdown Lockdown,Kindness,Sense of Humour,5.0,1.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-28 12:09:56,0vztyisbpjv5ptjq0vzygixxeer4lgbo
643,True,person 997,1.0,Corpus Christi College,Physics,Fourth + / Post Grad,"Second, Fourth + / Post Grad, Third, First",Non-binary,Non-binary,"Female, Non-binary",Must have,The presents,Something active!,Homemade meal,The Deep Stuff™,4.0,Pay separately,Sex,Asia,4.0,Moderately left-wing,1.0,,5.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,"A certain society related to philosophy, politics and economics",2.0,Plush,4.0,5.0,Lewis Campbell-Smith,4.0,4.0,2.0,Chocolate,4.0,5.0,1.0,4.0,2.0,Pictionary,5.0,1.0,4.0,3.0,I once broke a bed during a foursome,1.0,2.0,0.0,,2.0,2.0,2.0,5.0,"ILLENIUM, Said The Sky, Seven Lions",4.0,4.0,Blue,4.0,2.0,4.0,2.0,probably just “2020” since that speaks for itself really,Sense of Humour,Kindness,4.0,1.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-28 13:23:58,l7sorci4oarfp6tl7ssocz83k5w954ch
644,True,person 2239,1.0,St Catherine's College,Geography,Third,Third,Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,4.0,Me,Sex,Oceania,5.0,Moderately left-wing,1.0,,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,5.0,"A certain society related to philosophy, politics and economics",2.0,Park End,4.0,3.0,Ben Farmer,4.0,2.0,3.0,Chocolate,2.0,4.0,5.0,4.0,2.0,Cards against Humanity,4.0,1.0,3.0,2.0,I sconce anyone who has been walked in on by a scout,1.0,3.0,0.0,,2.0,4.0,1.0,5.0,"Mumford and Sons, Nothing But Thieves, Arctic Monkeys",4.0,4.0,First,4.0,2.0,1.0,1.0,A Million Ways to Want to Die in the West,Kindness,Confidence,5.0,0.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-28 13:43:20,pd3ov92p48wpf4pd3ovsizolar0j3hdm
645,True,person 782,1.0,The Queen's College,History and Politics,Second,"Third, Second, First",Female,,Male,Happy either way,The food,Visit the Ashmolean,Takeaway and a film,The Deep Stuff™,5.0,Split equally,Sex,Asia,4.0,Moderately left-wing,1.0,,5.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,It's closer than I'd like it to be,1.0,Bully,4.0,3.0,Levi Fraser,4.0,4.0,5.0,Chocolate,1.0,5.0,5.0,3.0,4.0,Cards against Humanity,5.0,2.0,3.0,4.0,,1.0,3.0,1.0,3.0,4.0,2.0,3.0,5.0,,2.0,5.0,First,1.0,3.0,1.0,1.0,,Sense of Humour,Kindness,5.0,0.0,1.0,1.0,The Queen's College,5.0,,1.0,1.0,2020-11-28 14:07:26,3lsy3r63d036a1t39dm3lsy3rbuks0pt
646,True,person 2050,1.0,University College,Classics,First,"First, Second, Third",Female,,Male,Not interested,Quality time with family and friends,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Them,Breakfast,Europe,3.0,Slightly left-wing,1.0,,2.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,It's closer than I'd like it to be,4.0,Bridge,4.0,3.0,Eve Benett,1.0,2.0,4.0,Chocolate,1.0,5.0,2.0,3.0,3.0,Cards against Humanity,3.0,1.0,2.0,2.0,I sconce anyone who used to watch Eve Bennett's oxford videos before they came here.,0.0,,0.0,,2.0,4.0,3.0,5.0,"The Score, ABBA, Taylor Swift, Dua Lipa, Imagine Dragons, Coldplay (+ musicals)",3.0,5.0,Spouse,2.0,2.0,3.0,3.0,2020: at world's end,Confidence,Sense of Humour,3.0,0.0,1.0,0.0,,3.0,nah,1.0,1.0,2020-11-28 14:33:09,fivybpphb1vlfxiifivybv29zuuxb6cl
647,True,person 2003,1.0,St Hilda's College,Mathematics,Second,"First, Second, Third",Male,,Female,Happy either way,The food,Something active!,Takeaway and a film,"Art, Music, Culture...",5.0,Me,Sex,Europe,2.0,Moderately left-wing,0.0,,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,It's closer than I'd like it to be,2.0,Bridge,3.0,5.0,Ethan Dodd,5.0,1.0,5.0,Chocolate,1.0,4.0,5.0,4.0,2.0,Cards against Humanity,5.0,1.0,4.0,4.0,I once slept with a girl and asked her to leave at 7am just to meet another girl for breakfast,1.0,4.0,0.0,,1.0,5.0,4.0,5.0,"Snarky Puppy, Chick Korea",4.0,3.0,First,1.0,0.0,3.0,1.0,-,Kindness,Intelligence,5.0,1.0,1.0,0.0,,5.0,nope,1.0,1.0,2020-11-28 15:34:11,0x2ddfeib0pa6h0x2ddfifgrvrbmyeuy
648,True,person 233,1.0,Regent's Park College,Psychology (Experimental),First,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",5.0,Them,Breakfast,Oceania,4.0,Very left-wing,1.0,,4.0,1.0,5.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,2.0,It's closer than I'd like it to be,2.0,Plush,4.0,4.0,prince freddie or whatever the fuck his name is,5.0,4.0,4.0,Nice card for Christmas,2.0,5.0,1.0,4.0,4.0,Cards against Humanity,4.0,1.0,4.0,3.0,i sconce anyone who cheated on their fiance with their best friend,1.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,"louis the child, mura masa, alina baraz, tate mcrae, harry styles, bts, nct, stray kids, odesza, the fray,",3.0,2.0,💰 Sweet job 💰,4.0,3.0,3.0,3.0,"shit, is this actually our life?",Ambition,Confidence,4.0,1.0,1.0,0.0,,5.0,,1.0,1.0,2020-11-28 15:39:14,fv0nlvb3z2i65rnfv0njaxix26ocwruf
649,True,person 2101,1.0,St John's College,Oriental Studies,Fourth + / Post Grad,"Third, Fourth + / Post Grad",Female,,"Male, Female, Non-binary",Happy either way,The food,Taste the countryside on Port Meadow,Takeaway and a film,Politics,3.0,Split equally,To not wake me up,Oceania,3.0,Moderately left-wing,1.0,,5.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,It's closer than I'd like it to be,2.0,Fever,4.0,2.0,Cecil Rhodes,1.0,2.0,3.0,Nice card for Christmas,1.0,5.0,3.0,3.0,4.0,Men at work ,3.0,1.0,3.0,3.0,Picked up someone else’s shit and thrown it,1.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,"Patti smith, lausse the cat, Mura masa, Alabama shakes, St. Paul and the broken bones, Mashrou leila",5.0,4.0,💰 Sweet job 💰,1.0,0.0,1.0,1.0,"The bad, the worse, the worst",Kindness,Sense of Humour,4.0,1.0,0.0,0.0,,4.0,Nope,0.0,1.0,2020-11-28 17:04:16,j1ey0hm07l9xgkj1ey0cxpkqbwjovxfl
650,True,person 152,1.0,Wadham College,English Language and Literature,First,"First, Second, Third",Female,,Male,Happy either way,The time off,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,To not wake me up,Asia,5.0,Very left-wing,1.0,,5.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,It's closer than I'd like it to be,3.0,A night in..,5.0,1.0,Freddie su Weid,3.0,4.0,5.0,Nice card for Christmas,1.0,4.0,1.0,4.0,3.0,Cards against Humanity,4.0,1.0,4.0,4.0,most public shag,1.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,"Car Seat Headrest, Beach House, Have a Nice Life, Radiohead, Black Midi, Fat White Family",3.0,3.0,💰 Sweet job 💰,1.0,0.0,1.0,1.0,Fucked,Sense of Humour,Confidence,1.0,0.0,1.0,1.0,Christ Church,5.0,No,1.0,1.0,2020-11-28 17:55:42,y5abjg1fnexsp4ifjy5abkt0hh6p7dkt
651,True,person 858,1.0,The Queen's College,Chemistry,Third,"Second, Third, Fourth + / Post Grad",Male,,Female,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,Breakfast,Europe,4.0,Moderately left-wing,1.0,,4.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,It's closer than I'd like it to be,3.0,A night in..,5.0,4.0,Whoever left the wrapped shit in the Front Quad of The Queen's College,4.0,5.0,2.0,Nice card for Christmas,2.0,4.0,2.0,4.0,4.0,Chess,2.0,1.0,3.0,2.0,,1.0,3.0,0.0,,2.0,5.0,2.0,5.0,"Mitski, Fiona Apple, Adrianne Lenker, Los Campesinos, Julia Holter, Warpaint, Perfume Genius",4.0,4.0,First,2.0,2.0,1.0,2.0,the equivalent of the guy who sent the BBFC a literal 8 hour film of watching paint dry,Ambition,Sense of Humour,5.0,1.0,1.0,1.0,Lady Margaret Hall,4.0,needs more questions,1.0,1.0,2020-11-28 19:14:16,ipqwe53wkjbeiv1oyvpo0ipqwe5js3yj
652,True,person 2773,1.0,The Queen's College,Oriental Studies,Second,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Visit the Ashmolean,Takeaway and a film,"Art, Music, Culture...",4.0,Split equally,Breakfast,Asia,4.0,Moderately left-wing,0.0,,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,It's closer than I'd like it to be,5.0,A night in..,4.0,3.0,RON,1.0,4.0,3.0,Chocolate,2.0,5.0,1.0,5.0,2.0,Scrabble,2.0,1.0,3.0,2.0,accidentally posted her bra size & screenshots of her lingerie order to her instagram story,1.0,2.0,0.0,,1.0,5.0,1.0,5.0,"Ari Lennox, James Blake, FKA Twigs, Miley Cyrus, Electric Light Orchestra, Harry Styles, Fleetwood Mac",4.0,4.0,First,2.0,3.0,1.0,1.0,big oof,Sense of Humour,Ambition,5.0,1.0,1.0,0.0,,5.0,stay golden guys x,0.0,1.0,2020-11-28 19:13:08,fuzr9ys2uf9jjmss3fuzr9y1f4ztmn3k
653,True,person 2219,1.0,St Edmund Hall,Medicine,Third,"Second, Third, Fourth + / Post Grad",Male,,Female,Must have,The presents,Dinner at a nice restaurant,Takeaway and a film,"Art, Music, Culture...",5.0,Split equally,Breakfast,Europe,2.0,Slightly left-wing,0.0,,5.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,It's closer than I'd like it to be,2.0,Bully,3.0,4.0,Adam Roble,2.0,4.0,5.0,Nice card for Christmas,2.0,5.0,4.0,3.0,2.0,Cards against Humanity,4.0,1.0,3.0,3.0,.,1.0,3.0,0.0,,1.0,2.0,2.0,4.0,Kanye West,3.0,4.0,First,2.0,3.0,4.0,1.0,0 weddings and a million funerals,Intelligence,Sense of Humour,5.0,0.0,0.0,0.0,,4.0,.,0.0,1.0,2020-11-28 19:03:59,msfh58gxb3hfk6fzm4cmsfh58gxaheyp
654,True,person 1516,1.0,Somerville College,Physics,Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,To not wake me up,Oceania,4.0,Very left-wing,0.0,,2.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,It's closer than I'd like it to be,1.0,Fever,4.0,1.0,Luke Reeves,2.0,3.0,4.0,Nice card for Christmas,1.0,3.0,1.0,2.0,2.0,Card games,4.0,1.0,3.0,2.0,,1.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,"John Mayer, The Strokes, McFly, Cage the Elephant, David Bowie",4.0,4.0,First,2.0,2.0,1.0,1.0,Catastrophe,Kindness,Kindness,4.0,1.0,1.0,0.0,,4.0,Email my answers to me please? / More questions about sport/culture,1.0,1.0,2020-11-28 22:19:52,aldcv57cf6gewnyvhshhvaldcv5gqvzb
655,True,person 1010,1.0,Oriel College,History,Second,"Third, Second",Male,,Female,Not interested,The presents,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Me,Tickets for a night-out,Asia,3.0,Moderate,0.0,,5.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,It's closer than I'd like it to be,3.0,Park End,4.0,1.0,John Newnham,3.0,2.0,2.0,Nice card for Christmas,1.0,4.0,5.0,4.0,2.0,Monopoly,3.0,1.0,4.0,4.0,I sconce anyone who was sick on their tutors favourite trousers in a tute,1.0,4.0,0.0,,2.0,1.0,2.0,3.0,The Smiths; Beatles; Buddy Holly; Frank Sinatra; Michael Jackson,4.0,4.0,Spouse,3.0,4.0,2.0,2.0,The Disaster Movie,Sense of Humour,Kindness,3.0,0.0,0.0,0.0,,4.0,Less politics questions,0.0,1.0,2020-11-28 22:08:57,sddibk8e8h6op9kwksddibmekztt3cb2
656,True,person 2432,1.0,New College,History and Economics,Second,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,Politics,3.0,Pay separately,To not wake me up,Asia,4.0,Moderately left-wing,0.0,,3.0,1.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,It's closer than I'd like it to be,3.0,Bully,4.0,3.0,Eve Bennett,5.0,3.0,1.0,Chocolate,3.0,3.0,4.0,2.0,2.0,Cards against Humanity,3.0,1.0,4.0,2.0,Slept with college daddy during freshers,1.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,"Charli XCX, Blur, Gorillaz, Britney Spears, Doja Cat",4.0,3.0,First,3.0,2.0,3.0,4.0,Lack of Sausage Party,Confidence,Intelligence,3.0,0.0,1.0,0.0,,4.0,No,0.0,1.0,2020-11-28 23:32:45,3i7u2o848zctbu1qwk63i7uqj3do9up5
657,True,person 372,1.0,Somerville College,History,Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,To not wake me up,Europe,4.0,Moderately left-wing,1.0,I am not political,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,5.0,It's closer than I'd like it to be,1.0,Fever,4.0,1.0,Belgium Whit,3.0,2.0,4.0,Nice card for Christmas,2.0,4.0,1.0,2.0,2.0,Twister,4.0,1.0,3.0,3.0,,1.0,3.0,0.0,,4.0,5.0,2.0,5.0,"Tom Misch, Joni Mitchell, Kendrick Lamar, Nick Drake, FKJ",3.0,4.0,Spouse,2.0,2.0,1.0,1.0,Marcus Rashford MBE,Ambition,Kindness,3.0,1.0,1.0,0.0,,4.0,Send your match's transcript to you,1.0,1.0,2020-11-28 23:50:14,wp2inghxvztc043a9wp2ingmtvn08n3k
658,True,person 2373,1.0,University College,Engineering Science,Third,"Second, Third, Fourth + / Post Grad",Male,,Female,Happy either way,The food,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Me,To not wake me up,Europe,3.0,Moderate,1.0,Very left-wing,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,4.0,"A certain society related to philosophy, politics and economics",4.0,Bridge,4.0,3.0,Tim Harrison,5.0,2.0,2.0,Chocolate,3.0,1.0,1.0,3.0,3.0,Cards against Humanity,5.0,1.0,4.0,2.0,I sconce anyone who got their girlfriend to call them 'Mr President' during sex after being elected to the JCR,1.0,3.0,0.0,,2.0,4.0,1.0,4.0,"Daman Albarn, C. V. Stanford, T. Tertius Noble",4.0,4.0,First,2.0,3.0,4.0,2.0,Depression Simulator 2020,Sense of Humour,Sense of Humour,4.0,0.0,1.0,0.0,,3.0,Yes,1.0,1.0,2020-11-29 00:22:28,t587pul2y8ecqfvzgqjt58c4pupdmznk
659,True,person 2903,1.0,Hertford College,Computer Science and Philosophy,Second,"Third, Second, Fourth + / Post Grad",Female,,Male,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Sex,Europe,2.0,Moderate,0.0,,4.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,"A certain society related to philosophy, politics and economics",4.0,Bridge,5.0,3.0,Simpkin,1.0,5.0,5.0,Nothing,1.0,5.0,1.0,3.0,3.0,Cards against Humanity,4.0,1.0,4.0,5.0,,1.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,"Glass Animals, Hozier, Always Never, The weeknd",5.0,4.0,Spouse,2.0,0.0,2.0,1.0,,Kindness,Intelligence,5.0,0.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-29 00:34:11,t1kh62kx9w0r43u1wt1kh62k6szypirj
