,Your privacy is important to us. By continuing you agree to [our privacy guidelines](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, did Carole Baskin murder her husband? 🐯",What college are you?,Are you...,I am looking for a...,I am in my...,I want to match with a...,What course do you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, are you chaotic?",What type of chaos are you?,I identify as being..,I am fine matching with people with different political beliefs than me,I specifically do not want to match with someone who is..,Are there things science can't explain?,Are you an optimist?,Do you like going to new places with new people?,Is it okay to step on others to get ahead?,Do individuals have a responsibility to make sacrifices for their community?,How much do you love your college?,Do you like to work in your college library?,Would you date someone that rows?,Would you go on a date to a college formal?,Sexiest JCR role?,What were you like on your freshers group chat?,The biggest sin on College FB Groups is...,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what is your heart’s desire? 
","How smart are you compared to the average Oxford student? 
",Do you make an effort to attend lectures?,What type of tute partner are you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, have you ever overslept and missed a tutorial?",Most creative excuse for a late/missed essay?,I generally find it easy to find friends to go to the places I want,"Where do you study? 
",Worst library sin?,Favourite library?,What is the biggest waste of human potential?,"Be honest, have you ever hacked?",Would you ever date a hack?,Do you enjoy crewdates?,Best sconce?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} do you drink excessively?,Are you a...,Greggs or Pret?,Favourite pub? 🍺,Favourite cafe? ☕,Is clubbing a large part of your social life?,Is Fever a bad idea?,I love Bridge Thursdays this much...,I would rather go to the pub than the club..,Ideal afters?,How musical are you?,Is music a big part of your life?,What type of music do you enjoy?,Favourite band/artist?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} how kinky are you?,Do you consider yourself athletic?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what sports do you do?",I generally consider myself..,In my friendship group I am..,Do you think you have a good work/life balance?,I want to go on dates but I feel like I can’t find anyone…,My ideal post-lockdown first date would be...,Do you use dating apps?,Which ones?,How satisfied are you with the present choices for dating apps?,"Out of 5 matches, how many would you say you meet in person? \* ",Do you want to meet dating app matches in person?,Why don't you meet up with matches in person?,Would you like to be an early user for a new dating app in Michaelmas 2020?,I am okay matching with someone from my college,I am okay matching with someone from my course,How'd we do?,Your suggestions and feedback are welcome,I want to find a..,The college I dislike the most is...,Favourite club in Oxford?,(optional) What's been your experience with dating apps and how could it be improved?,I want to be matched with people looking for...,Submitted At,Token
885,1.0,person 1936,I don't know who that is,Trinity College,Female,Male,First year,First year,Physics,0.0,,Moderately conservative,1.0,,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,First🎓,3.0,0.0,Please don't ask me a question,0.0,The storm downed a tree in our back garden and our wifi was down until 10 minutes ago,True,My room,,trinity college library,My college's JCR,0.0,0.0,1.0,,0.0,A mix of all the above depending on the week,Greggs,The Varsity Club,Jericho Coffee Traders,0.0,0.0,3.0,True,Kebab van,1.0,1.0,"Rock, Indie, Pop",Green Day,4.0,0.0,"Rugby, Cricket",In between,The Organizer,0.0,True,Coffee and a walk,0.0,,,,,,1.0,0.0,1.0,5.0,,Something more... ❤️,Balliol College,Bridge,,,2020-06-10 19:14:26,sev6smvdm692nns2nesev6sm6fgm4l0c
886,1.0,person 1867,Yes,Wadham College,Female,Male,Second year,"Second year, Third year, Fourth year +, Post Grad",Biology,0.0,,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Sports 🏐,I wasn't in the freshers group chat (thankfully),Just general shitposting,Spouse❤️,4.0,1.0,"The Snake (I lied. I actually prepared and wrote 5,000 words.)",0.0,Ahah what are late essays?,True,My room,Typing too loud,The Harry Potter one ofc,Oxford University Conservative Association,0.0,0.0,0.0,,0.0,Morning person 🌅,Greggs,The perch,TSK,0.0,0.0,2.0,True,not in A&E?,3.0,0.0,,,4.0,4.0,Rowing,In between,The Mom,1.0,True,Sunset walk duh,0.0,,,,,,0.0,0.0,0.0,5.0,N/a,Just a friend 😊,Worcester College,Fever,,,2020-06-10 20:04:17,wzuc2jgbuu54drewsswzuc2jgsycvc23
887,1.0,person 1766,Yes,St Hugh's College,Male,Female,Post Grad,"Third year, Fourth year +, Post Grad",Physics,0.0,,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,Secretary ✍️,I wasn't in the freshers group chat (thankfully),Sharing events nobody cares about,Spouse❤️,4.0,1.0,Please don't ask me a question,1.0,,False,My room,Music you can hear from others' headphones,I haven't actually been to any of them,Oxford University Conservative Association,0.0,0.0,0.0,,0.0,Get up in the afternoon person ⏰ (!!!),Greggs,Bookbinders,The Jerico Cafe,0.0,0.0,2.0,True,McDonalds,1.0,0.0,,,7.0,2.0,Sailing,In between,The Floater,1.0,True,Drink at a pub,1.0,"Tinder, Hinge, Bumble",3.0,0.0,1.0,"They don't respond to messages, Messaging is awkward // I don't know what to say, I don't get matches",1.0,0.0,1.0,3.0,,Something more... ❤️,Green Templeton College,I don't go to clubs,I've no idea how my profile compares with others,,2020-06-10 20:36:44,gr9zntvgskrp35ibigr9zfigktbjvz0d
888,1.0,person 189,Yes,St Hugh's College,Female,Male,First year,"First year, Second year",Classics,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,President👑,The silent observer,Just general shitposting,Spouse❤️,1.0,1.0,Please don't ask me a question,0.0,,True,Cafes,,taylorian 😍,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,A mix of all the above depending on the week,Greggs,the victoria,ohhh maybe Skogen just off the high street,0.0,0.0,3.0,True,Kebab van,1.0,1.0,"Classical, Pop, Country, R&B, Blues",Taylor swift always lol (also the 1975 and finneas rn),5.0,2.0,Rowing,In between,The Mom,1.0,True,"ideal first date always a walk, is that boring",1.0,Tinder,1.0,0.0,1.0,"Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with",0.0,0.0,0.0,5.0,,Something more... ❤️,Christ Church,Park End,,,2020-06-10 20:47:35,m79gtg9nq7pk619qm79gt2mpg64vkglz
889,1.0,person 3021,I don't know who that is,Merton College,Male,Female,Third year,Third year,Law (Jurisprudence),0.0,,Slightly conservative,0.0,"Very left-wing, Very conservative",1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,President👑,The silent observer,Sharing events nobody cares about,First🎓,4.0,1.0,The Teamplayer (back them up!),0.0,,True,College library,,Codrington Library,The Oxford Union,1.0,1.0,1.0,Had to get 8 stitches in left testicle after getting impaled on a Uni Parks 10ft fence during an initiation (if you post this everyone will know it's me),1.0,Morning person 🌅,Greggs,The Bear,Brown's Cafe,0.0,0.0,3.0,True,Kebab van,3.0,1.0,"Blues, Classical, Jazz, Rock, R&B, Reggae, Pop",David Bowie,8.0,1.0,"Cricket, Cycling",In between,The Organizer,0.0,True,A pint by the fire in The Bear,1.0,"Tinder, Bumble",3.0,4.0,1.0,"It's hard to find people I have things in common with, I don't get matches",1.0,1.0,1.0,5.0,This form is very snazzy!!,Something more... ❤️,Christ Church,Bridge,,,2020-06-10 21:02:53,lhgm97ai8zhjj47mgp0lhgm97004oec7
890,1.0,person 2849,Yes,Oriel College,Male,Female,Third year,"Third year, Second year, First year",Physics,1.0,Chaotic evil,I am not political,1.0,,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Using it as your personal lost & found,Spouse❤️,3.0,0.0,Please don't ask me a question,1.0,,False,College library,Leaving your stuff on a desk for hours without coming back,Gladstone Link,The Oxford Union,0.0,0.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,4 Candles,Brown's,0.0,1.0,3.0,False,Kebab van,4.0,1.0,"Classical, Blues, Pop, Rap, Rock, R&B, Indie, Jazz",Blood Orange,10.0,2.0,"Swimming, Football",In between,The Floater,1.0,True,3am Hassan's with nobody around,0.0,,,,,,1.0,0.0,1.0,3.0,You try too hard to be funny,Something more... ❤️,Keble College,Park End,,,2020-06-10 21:04:49,6jcqr8d1chveta1eb16jceos8hxpbdo8
891,1.0,person 2461,No,St Catherine's College,Male,Female,Second year,"Second year, First year",Geography,0.0,,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,President👑,The silent observer,Sharing events nobody cares about,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,Uni libraries,,Gladstone Link,Oxford University Conservative Association,0.0,1.0,1.0,,1.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,Kings Arms,Costa,1.0,0.0,4.0,False,Kebab van,1.0,0.0,,,7.0,3.0,Swimming,Extroverted,The Wildcard,0.0,False,,0.0,,,,,,0.0,1.0,1.0,3.0,,Something more... ❤️,Magdalen College,Fever,,,2020-06-10 21:26:00,mb6lwb5x090clnqggsromb6lwy3fhkpi
892,1.0,person 2282,Yes,Keble College,Male,Female,Third year,"Second year, Third year, Fourth year +",Mathematics,1.0,Chaotic good,Very left-wing,1.0,,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,4.0,1.0,The Teamplayer (back them up!),0.0,,False,Cafes,,Vere Harmsworth,Oxford University Conservative Association,0.0,1.0,0.0,,1.0,A mix of all the above depending on the week,Pret a Manger,Rose and Crown,Common Ground,0.0,0.0,2.0,True,Kebab van,3.0,1.0,"Rap, Rock, Indie, Electronic",Peace,7.0,1.0,None,Extroverted,The Mom,1.0,False,A romantic swim with Cecil Rhodes,1.0,"Tinder, Bumble",4.0,0.0,0.0,"It's hard to find people I have things in common with, It's difficult arranging to meet // I don't know where to meet them",0.0,0.0,1.0,3.0,,Something more... ❤️,Oriel College,Park End,,,2020-06-10 22:45:01,9rhxjpbiqsjde5arrpcuhs9rhxjpjhfd
893,1.0,person 1417,Yes,St John's College,Male,Female,First year,First year,History (Ancient and Modern),0.0,,Very left-wing,0.0,"Very conservative, Moderately conservative, Slightly conservative",1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Sharing events nobody cares about,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,-,True,College library,Playing music too loud,Rad Cam,Oxford University Conservative Association,0.0,1.0,1.0,Sprained my ankle trying to impress a girl in fresher's week,1.0,A mix of all the above depending on the week,Pret a Manger,The four candles,The Jericho Cafe,1.0,0.0,3.0,False,Kebab van,1.0,1.0,"Pop, Indie",Angele,5.0,1.0,None,In between,The Organizer,1.0,True,"Going to Thaikhun, any excuse for Thai food",0.0,,,,,,0.0,0.0,1.0,4.0,,Something more... ❤️,Trinity College,Park End,,,2020-06-10 22:49:33,pizgt52xzjm4t52pizgt52vf5fbw88g2
894,1.0,person 1987,Yes,Merton College,Female,Male,First year,"First year, Second year",Mathematics,0.0,,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,President👑,An occasional presence,Using it as your personal lost & found,First🎓,3.0,1.0,Ask questions to eat up the 🕐,0.0,I offer no excuse as a power move,True,College library,CHATTING,Merton's OWL <3 iconic haunted house,The Oxford Union,0.0,1.0,0.0,,0.0,A mix of all the above depending on the week,Pret a Manger,"Turf, purely for the mulled wine",High street café for the waffles,0.0,1.0,2.0,True,Kebab van,4.0,1.0,"Blues, Rock, Classical, Pop, R&B, Jazz, Indie",Big fan of Tim Minchin at the moment,4.0,1.0,Baseball/softball,Extroverted,The Organizer,1.0,True,Ice skating,0.0,,,,,,1.0,0.0,1.0,4.0,Maybe some options for I don't mind - especially for the looking for love or a friend question.,Something more... ❤️,Pembroke College,Park End,,,2020-06-10 22:50:49,erp4m1jot2lo7i4g73kerp424q42ldcr
895,1.0,person 2229,I don't know who that is,St Catherine's College,Male,Female,Third year,"Second year, First year, Third year",Chemistry,1.0,Chaotic good,Slightly conservative,1.0,,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,Spouse❤️,2.0,0.0,The Teamplayer (back them up!),0.0,"""Im at a rave sorry""",True,My room,I dont go to library,I don't go to any,The Oxford Union,0.0,0.0,1.0,Sex under the harry potter tree,1.0,Morning person 🌅,Pret a Manger,Spooms,Starbucks,1.0,0.0,4.0,False,not in A&E?,0.0,0.0,,,5.0,3.0,None,Extroverted,The Mess,1.0,True,Getting smashed in both ways,1.0,Tinder,3.0,1.0,1.0,Messaging is awkward // I don't know what to say,0.0,1.0,1.0,4.0,,Something more... ❤️,Christ Church,Bridge,,,2020-06-10 23:02:33,jyv4a88mk2ji3kv8gksdjyv4a88y5vj2
896,1.0,person 407,Yes,Magdalen College,Male,Female,Third year,"Second year, Third year",Classics and Modern Languages,0.0,,Moderately left-wing,1.0,,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,President👑,The silent observer,Sharing events nobody cares about,First🎓,5.0,0.0,"The Snake (I lied. I actually prepared and wrote 5,000 words.)",1.0,Went to see a Greek play instead,False,Cafes,Drinking wine with the reading and not checking out books,Taylorian,The Oxford Union,0.0,1.0,0.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Turf,George Street Social,0.0,1.0,2.0,True,not in A&E?,0.0,0.0,,,2.0,3.0,"Rowing, Running",Introverted,The Organizer,0.0,False,A cocktail at Kazbar or at a Freud event,0.0,,,,,,1.0,0.0,1.0,5.0,,Something more... ❤️,St Edmund Hall,O2,,,2020-06-10 23:29:09,ughx8jqs0ypm5ughx8u26ds3a5tdu07c
897,1.0,person 2140,Yes,Christ Church,Female,Male,Second year,"First year, Second year, Third year",Philosophy and Modern Languages,1.0,Chaotic neutral,Moderately left-wing,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Entz 🎫,Talked a bit ,Sharing events nobody cares about,Spouse❤️,3.0,0.0,Please don't ask me a question,1.0,I am in a Greek hospital without by EHIC card having had an electric shock from a socket (yes I know I should be in the UK),True,Cafes,Did a line in the loos,Radcam,The Oxford Union,1.0,1.0,1.0,Got fingered by a former prime minister's great grandson at a bop,0.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,King's Arms,George Street Social,0.0,1.0,2.0,True,Kebab van,1.0,0.0,,,7.0,2.0,None,Introverted,The Floater,0.0,False,"Cocktails at Kazbar in Cowley, or at a FREVD event",1.0,"Bumble, Tinder",3.0,1.0,1.0,It's hard to find people I have things in common with,1.0,0.0,1.0,5.0,"The question ""how many matches do you meet"" is only 1-5, but I meet like 1% of them not 20%",Something more... ❤️,Wadham College,Bully,"Difficult to meet people I have mutual friends with. I've had 1 relationship with someone off Tinder, which lasted 1 year.",,2020-06-10 23:29:13,08t243txe38unoosmp4tr08t243ls0oy
898,1.0,person 1982,Yes,Exeter College,Female,Male,Third year,"Third year, Second year, Fourth year +",Medicine,0.0,,I am not political,1.0,,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,President👑,The silent observer,Using it as your personal lost & found,Spouse❤️,3.0,1.0,Ask questions to eat up the 🕐,1.0,,True,Uni libraries,,SSL,The Oxford Union,0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,Turf,Vaults,1.0,0.0,4.0,False,Kebab van,3.0,0.0,,,5.0,2.0,None,Extroverted,The Organizer,1.0,True,,1.0,"Tinder, Hinge",3.0,1.0,1.0,It's hard to find people I have things in common with,1.0,1.0,1.0,5.0,,Something more... ❤️,St Edmund Hall,Park End,,,2020-06-10 23:47:18,uiyvwzhsfqjvbrm9zuiyvwfkyk5dz59g
899,1.0,person 2523,Yes,Wadham College,Female,"Male, Female",First year,"First year, Second year",Biology,1.0,Chaotic good,Moderately left-wing,1.0,,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Secretary ✍️,The non-stop chatterbox,Ranting / causing drama,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),0.0,,False,My room,,The old science library (now being made into Parks College),Oxford University Conservative Association,0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Greggs,Turf Tavern,Waterstones cafe,0.0,1.0,2.0,True,not in A&E?,1.0,0.0,,,7.0,2.0,None,In between,The Mess,1.0,False,A picnic,0.0,,,,,,1.0,0.0,1.0,5.0,,Something more... ❤️,Pembroke College,Plush,,,2020-06-11 01:52:42,4skb6vav87yyvuiu28l4skb6v1i96840
900,1.0,person 1942,Yes,St Hilda's College,Male,Female,Second year,"First year, Second year, Third year, Fourth year +",Law (Jurisprudence),0.0,,Slightly conservative,1.0,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,Spouse❤️,2.0,0.0,Please don't ask me a question,0.0,,True,College library,,St Hilda’s,Student 'journalism',0.0,1.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,The Half Moon,G&Ds,1.0,1.0,4.0,False,McDonalds,1.0,1.0,"Jazz, Electronic, Rap, R&B, Rock",Frank Ocean,7.0,3.0,"Football, Rugby",Extroverted,The Floater,1.0,True,,0.0,,,,,,1.0,1.0,1.0,5.0,,Something more... ❤️,Exeter College,Bridge,,,2020-06-11 02:18:35,ytdevthe30blc7qzfyhytdelnhc1wo5x
901,1.0,person 1909,I don't know who that is,Corpus Christi College,Female,Male,First year,"First year, Second year, Third year, Fourth year +",Biochemistry (Molecular and Cellular),1.0,Chaotic good,Moderate,1.0,,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,Sports 🏐,The silent observer,Sharing events nobody cares about,Blue🎖,4.0,1.0,The Teamplayer (back them up!),0.0,,True,My room,,Radcam,Oxford University Conservative Association,0.0,1.0,0.0,,0.0,A mix of all the above depending on the week,Pret a Manger,Chequers,G&Ds,1.0,0.0,3.0,True,Kebab van,3.0,1.0,"Classical, Pop, Indie",Billie Eilish,3.0,4.0,Hockey and tennis,Introverted,The Organizer,1.0,False,,0.0,,,,,,0.0,0.0,0.0,4.0,,Something more... ❤️,Christ Church,Park End,,,2020-06-11 02:48:26,qvscquy85yzsbb3qtyvllqvscque7es0
902,1.0,person 1074,Yes,Magdalen College,Female,Male,First year,First year,Mathematics and Computer Science,0.0,,Very left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,Spouse❤️,3.0,1.0,Please don't ask me a question,0.0,,False,My room,,I guess the Bodleian?,Oxford University Conservative Association,0.0,0.0,0.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,,,0.0,1.0,2.0,False,Kebab van,4.0,1.0,"Classical, Pop, Indie, Rock, Jazz, Blues, R&B, Electronic, Kpop","The Beatles, Nick Lowe, Mamamoo",9.0,0.0,None,In between,The Wildcard,1.0,False,,0.0,,,,,,0.0,0.0,0.0,4.0,"For the kink question, it might be useful to ask about sub/dom/switch?",Something more... ❤️,Christ Church,I don't go to clubs,,,2020-06-11 02:49:08,w436tphw5qzw4hhu2maw436tphwlbz1x
903,1.0,person 2441,Yes,Mansfield College,Female,Male,Second year,"Second year, Third year, Fourth year +, Post Grad","Philosophy, Politics and Economics (PPE)",0.0,,Slightly left-wing,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Sports 🏐,The silent observer,Ranting / causing drama,First🎓,3.0,0.0,The Teamplayer (back them up!),0.0,I’m so sorry I went to the Maldives for the day for my mum’s birthday and we got stuck there because there was a huge sandstorm.,True,Cafes,Being attractive and having the audacity to not wear any initialled stash! How am I meant to find you??!,Rad cam,Oxford University Conservative Association,0.0,1.0,1.0,I sconce anyone who missed S&C training for sex with permission from their captain,0.0,Morning person 🌅,Pret a Manger,Head of the River,Costa,1.0,0.0,3.0,False,Kebab van,2.0,0.0,,,4.0,4.0,Rowing,In between,The Organizer,1.0,True,Literally anything that got me out of Cornwall and in civilisation again,0.0,,,,,,1.0,0.0,1.0,4.0,,Something more... ❤️,Green Templeton College,Park End,,,2020-06-11 07:07:55,ekqgczv95bwmbrbebo6shekqgfzitbrl
904,1.0,person 2759,Yes,Pembroke College,Male,Female,First year,"First year, Second year",Economics and Management,0.0,,I am not political,1.0,,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,Sports 🏐,The silent observer,Ranting / causing drama,First🎓,4.0,0.0,Ask questions to eat up the 🕐,0.0,,True,Uni libraries,,Sainsbury Library,Oxford University Conservative Association,0.0,0.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,Turf Tavern,Alternative Tuck Shop,1.0,0.0,2.0,True,Kebab van,2.0,1.0,"Blues, Classical, Rock, Indie, Rap, R&B",Foo Fighters,4.0,3.0,"Basketball, Rugby, Football",Introverted,The Mess,1.0,False,Pub,0.0,,,,,,0.0,0.0,0.0,4.0,,Something more... ❤️,Christ Church,Park End,,,2020-06-11 08:57:53,zvxcfuajgigjcunzvxcfuhhz32nldh2d
905,1.0,person 1473,Yes,St Hilda's College,Female,Male,First year,"Second year, First year","Psychology, Philosophy and Linguistics",0.0,,Moderate,1.0,,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,Welfare 💜,The non-stop chatterbox,Sharing events nobody cares about,Spouse❤️,5.0,0.0,Ask questions to eat up the 🕐,1.0,I jumped off my bed and twisted my ankle because I landed on it weird; was in extreme pain and unable to do anything for the entire day.,True,My room,crying over my ex in the radcam,Taylorian,Oxford University Conservative Association,0.0,1.0,0.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,I don’t have one,Starbucks,0.0,1.0,3.0,True,Kebab van,2.0,1.0,"Pop, Electronic, Rock, R&B, Indie",Glass Animals,8.0,2.0,"Hiking, Mountain Biking",Extroverted,The Mess,1.0,True,Picnic in uni parks,0.0,,,,,,1.0,0.0,1.0,3.0,,Just a friend 😊,Magdalen College,Bridge,,,2020-06-11 09:10:59,b9zckogmxmmaahvyawlb9zctvkapki1x
906,1.0,person 1045,I don't know who that is,Christ Church,Female,Male,First year,"First year, Second year","Philosophy, Politics and Economics (PPE)",1.0,Chaotic neutral,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,President👑,"Commented/helped out sometimes, but not so much that it'd get embarrassing",Just general shitposting,First🎓,3.0,1.0,The Teamplayer (back them up!),1.0,issues with 'citations',True,College library,,allll of themmm (they're all so pretty!),Oxford University Conservative Association,0.0,1.0,1.0,,0.0,Morning person 🌅,Pret a Manger,,,0.0,0.0,3.0,False,Kebab van,4.0,1.0,"Classical, R&B, Pop, Jazz, Indie, Blues, Rap, Electronic",too many!,3.0,3.0,Basketball,Extroverted,somehow a mix of all of em,1.0,True,,0.0,,,,,,0.0,1.0,1.0,4.0,,Something more... ❤️,St Catherine's College,Bridge,,,2020-06-11 09:36:02,h9mbwmv02m0k0z6t0kh9mbwm7yyqvgtl
907,1.0,person 1106,Yes,New College,Male,Female,First year,"First year, Second year, Third year",Mathematics,1.0,Chaotic neutral,I am not political,1.0,,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,President👑,The silent observer,Sharing events nobody cares about,First🎓,5.0,1.0,The Teamplayer (back them up!),0.0,,False,My room,,Rad cam,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,,,0.0,0.0,3.0,False,Asleep,2.0,0.0,,,5.0,4.0,Rowing,Introverted,The Wildcard,1.0,True,,0.0,,,,,,1.0,0.0,1.0,4.0,,Something more... ❤️,Christ Church,Bridge,,,2020-06-11 11:00:19,mwhe18c975iqb1kgmwpazbwdage07o64
908,1.0,person 2143,Yes,Merton College,Female,Male,Fourth year +,"Third year, Fourth year +",Chemistry,0.0,,Moderately left-wing,0.0,"Very conservative, Moderately conservative, Slightly conservative",0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,President👑,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,College library,,Merton,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,The half moon,Barefoot,0.0,0.0,3.0,True,Kebab van,3.0,1.0,"Classical, Blues, Electronic, Jazz, Pop, Indie",Dire Straits,3.0,2.0,Powerlifting,In between,The Mom,1.0,True,,1.0,Hinge,2.0,1.0,1.0,It's hard to find people I have things in common with,0.0,1.0,1.0,4.0,,Something more... ❤️,Christ Church,Bridge,,,2020-06-11 11:07:29,1byj8xf8nh5ifmkwlbywo1byj8ed7tyb
909,1.0,person 280,I don't know who that is,St Hugh's College,Male,Female,First year,First year,History (Ancient and Modern),0.0,,Moderately conservative,1.0,,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,Secretary ✍️,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,I'm too busy arguing with the tutor..,0.0,I am yet to miss an essay,False,College library,Phone alarms,Sackler,My college's JCR,0.0,1.0,0.0,,0.0,Morning person 🌅,Pret a Manger,King's Arms,ATS,0.0,1.0,1.0,True,Asleep,1.0,0.0,,,1.0,1.0,Shooting,Introverted,The Organizer,0.0,False,Ashmolean,0.0,,,,,,0.0,0.0,1.0,2.0,,Just a friend 😊,Balliol College,I don't go to clubs,,,2020-06-11 14:56:17,jicpumgdrj9mano2jicpuiv9qysixm5k
910,1.0,person 677,Yes,Pembroke College,Female,"Male, Female",First year,"First year, Second year, Third year, Fourth year +, Post Grad","Philosophy, Politics and Economics (PPE)",1.0,Chaotic good,Slightly left-wing,1.0,,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,President👑,The silent observer,Sharing events nobody cares about,First🎓,3.0,0.0,Please don't ask me a question,0.0,,True,My room,,college library despite it being ugly,Oxford University Conservative Association,0.0,0.0,0.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,,,0.0,0.0,1.0,True,Kebab van,3.0,1.0,"Pop, Classical, Rock, Indie",Lewis Capaldi,1.0,2.0,Dancing,Introverted,The Mom,0.0,False,,0.0,,,,,,0.0,1.0,1.0,5.0,,Just a friend 😊,Christ Church,I don't go to clubs,,,2020-06-11 15:38:51,bvp9dllsrpia48chh2ddbvp9dll24r88
911,1.0,person 1811,Yes,St Anne's College,Male,Female,Second year,"First year, Second year, Third year, Fourth year +, Post Grad",Physics,1.0,Chaotic neutral,Moderate,1.0,,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,Entz 🎫,The silent observer,Sharing events nobody cares about,First🎓,3.0,0.0,Please don't ask me a question,0.0,,True,My room,,St annes college new library,Student 'journalism',0.0,0.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,Cape of good hope,,1.0,0.0,4.0,False,McDonalds,1.0,1.0,"Rap, R&B",Drake,5.0,2.0,Badminton ,In between,The Organizer,0.0,False,,1.0,"Tinder, Bumble",3.0,1.0,1.0,It's difficult arranging to meet // I don't know where to meet them,1.0,1.0,1.0,5.0,,Something more... ❤️,Worcester College,Bridge,,,2020-06-11 15:43:15,ibkr165gpgh6u1pyibkr1iajw9bfct55
